age,jobadmin.,jobblue.collar,jobentrepreneur,jobhousemaid,jobmanagement,jobretired,jobself.employed,jobservices,jobstudent,jobtechnician,jobunemployed,jobunknown,maritaldivorced,maritalmarried,maritalsingle,educationprimary,educationsecondary,educationtertiary,educationunknown,defaultno,defaultyes,balance,housingno,housingyes,loanno,loanyes,contactcellular,contacttelephone,contactunknown,campaign,pdays,previous,poutcomefailure,poutcomeother,poutcomesuccess,poutcomeunknown,deposityes
57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,657,0,1,1,0,0,1,0,5,-1,0,0,0,0,1,0
42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,790,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,83,1,0,1,0,1,0,0,5,358,6,1,0,0,0,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,71,1,0,1,0,1,0,0,1,287,1,1,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6512,1,0,1,0,0,0,1,6,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,310,1,0,1,0,0,0,1,4,-1,0,0,0,0,1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1012,0,1,1,0,1,0,0,3,329,1,1,0,0,0,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,621,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,66,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1415,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,62,0,1,1,0,1,0,0,1,264,1,1,0,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,211,0,1,0,1,0,0,1,4,-1,0,0,0,0,1,0
33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,114,1,0,0,1,1,0,0,3,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1222,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,2,342,2,1,0,0,0,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,30,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5784,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-195,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,350,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,87,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3140,0,1,1,0,0,0,1,9,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1510,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,339,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,205,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,138,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2400,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,27,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2823,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1261,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,6,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,7369,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2644,1,0,1,0,1,0,0,7,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,299,0,1,1,0,1,0,0,4,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,238,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1390,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,497,0,1,1,0,0,1,0,5,-1,0,0,0,0,1,0
58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,9,-1,0,0,0,0,1,0
73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2575,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,97,1,0,0,1,1,0,0,2,-1,0,0,0,0,1,0
51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1267,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-481,0,1,0,1,1,0,0,5,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,528,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,130,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,275,1,0,1,0,1,0,0,2,339,2,1,0,0,0,0
81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9224,1,0,1,0,0,1,0,2,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,133,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1580,1,0,1,0,1,0,0,12,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-27,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,352,1,0,0,1,0,0,1,2,-1,0,0,0,0,1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,6101,1,0,1,0,1,0,0,5,87,1,0,0,1,0,0
45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,231,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,86,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8298,0,1,0,1,0,0,1,18,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-154,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3723,0,1,1,0,1,0,0,4,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1696,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,722,1,0,1,0,1,0,0,2,185,3,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2945,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,293,0,1,1,0,0,1,0,2,-1,0,0,0,0,1,0
49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,388,1,0,1,0,0,1,0,2,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,483,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-633,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,698,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,302,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1539,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1167,0,1,0,1,1,0,0,4,50,4,0,1,0,0,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2137,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,369,0,1,0,1,0,0,1,2,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1128,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,13658,0,1,1,0,0,1,0,2,-1,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,49,1,0,1,0,1,0,0,10,-1,0,0,0,0,1,0
67,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3810,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,946,0,1,1,0,1,0,0,2,175,4,1,0,0,0,0
46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3984,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,125,0,1,1,0,0,1,0,5,-1,0,0,0,0,1,0
39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,834,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,141,0,1,1,0,1,0,0,2,331,6,0,1,0,0,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2555,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,298,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1179,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2485,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3756,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1529,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,42,0,1,1,0,1,0,0,2,342,3,1,0,0,0,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,8,-1,0,0,0,0,1,0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,143,1,0,1,0,0,1,0,1,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5366,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
51,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1093,1,0,0,1,0,0,1,1,-1,0,0,0,0,1,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,205,0,1,1,0,0,1,0,4,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2916,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,10,-1,0,0,0,0,1,0
45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,396,0,1,0,1,1,0,0,4,329,4,1,0,0,0,0
40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,220,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,5553,0,1,1,0,1,0,0,3,136,7,1,0,0,0,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,299,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,301,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,945,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,83,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-336,1,0,0,1,0,0,1,8,-1,0,0,0,0,1,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,111,0,1,1,0,1,0,0,11,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1067,1,0,0,1,1,0,0,6,-1,0,0,0,0,1,0
26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,277,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,642,0,1,1,0,1,0,0,1,2,3,0,1,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,13711,0,1,1,0,1,0,0,1,175,3,0,0,1,0,0
41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,187,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-825,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,452,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,941,0,1,1,0,0,0,1,11,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,90,0,1,0,1,0,0,1,2,-1,0,0,0,0,1,0
33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,339,0,1,1,0,0,0,1,4,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1818,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,980,1,0,1,0,0,0,1,5,-1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,694,0,1,1,0,1,0,0,14,-1,0,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,509,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,237,0,1,1,0,0,0,1,18,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,237,17,0,1,0,0,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,558,0,1,1,0,0,1,0,8,-1,0,0,0,0,1,0
44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3706,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,588,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3165,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,464,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,641,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,334,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,375,1,0,1,0,0,1,0,6,-1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,65,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3740,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,131,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6979,0,1,1,0,1,0,0,5,-1,0,0,0,0,1,0
42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,187,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1203,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,661,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2669,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,568,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4321,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,183,1,0,1,0,1,0,0,2,130,2,1,0,0,0,0
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,279,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,522,0,1,1,0,0,1,0,7,350,2,1,0,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,338,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1303,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1125,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,220,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,189,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,13054,0,1,1,0,1,0,0,2,174,12,0,1,0,0,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2295,1,0,1,0,1,0,0,10,-1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-42,0,1,0,1,1,0,0,4,-1,0,0,0,0,1,0
19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,55,1,0,1,0,0,1,0,2,193,1,0,1,0,0,0
41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,365,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,124,0,1,1,0,1,0,0,3,134,7,1,0,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,190,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
82,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,211,1,0,1,0,0,1,0,3,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1513,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,457,0,1,1,0,0,0,1,20,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-71,0,1,1,0,1,0,0,5,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-160,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,445,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,559,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,73,0,1,1,0,1,0,0,1,135,1,1,0,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4790,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,223,9,0,1,0,0,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,26,1,0,1,0,1,0,0,6,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,178,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,647,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,102,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1790,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2396,0,1,1,0,1,0,0,7,-1,0,0,0,0,1,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,169,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
