age,jobadmin.,jobblue.collar,jobentrepreneur,jobhousemaid,jobmanagement,jobretired,jobself.employed,jobservices,jobstudent,jobtechnician,jobunemployed,jobunknown,maritaldivorced,maritalmarried,maritalsingle,educationprimary,educationsecondary,educationtertiary,educationunknown,defaultno,defaultyes,balance,housingno,housingyes,loanno,loanyes,contactcellular,contacttelephone,contactunknown,campaign,pdays,previous,poutcomefailure,poutcomeother,poutcomesuccess,poutcomeunknown,deposityes
56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,751,0,1,1,0,1,0,0,8,177,5,1,0,0,0,0
43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,629,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,277,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1018,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,905,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,54,0,1,1,0,0,1,0,3,-1,0,0,0,0,1,0
58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,65,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,368,0,1,1,0,1,0,0,5,361,3,0,1,0,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,21,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8403,1,0,1,0,0,0,1,11,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,385,1,0,0,1,1,0,0,4,-1,0,0,0,0,1,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-11,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,505,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,66,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,-1,0,0,0,0,1,0
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,11222,0,1,1,0,1,0,0,2,171,7,1,0,0,0,0
59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,59,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
61,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2282,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,396,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,184,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,45,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1496,0,1,1,0,1,0,0,4,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,6,245,5,0,1,0,0,0
45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,886,0,1,1,0,1,0,0,2,42,1,1,0,0,0,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4592,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,431,0,1,1,0,1,0,0,2,363,2,1,0,0,0,0
45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2571,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,8494,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
49,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,159,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,216,0,1,1,0,1,0,0,3,274,3,1,0,0,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,764,0,1,1,0,1,0,0,1,213,1,1,0,0,0,0
54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,368,1,0,1,0,0,1,0,4,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,205,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,221,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4830,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1039,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1214,0,1,1,0,1,0,0,2,189,2,1,0,0,0,0
50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,116,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2278,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-782,0,1,0,1,0,0,1,10,-1,0,0,0,0,1,0
76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8919,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,104,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3387,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3782,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,1,0,1,0,0,1,0,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,294,0,1,1,0,1,0,0,6,98,5,0,0,1,0,0
47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,84,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,602,0,1,1,0,0,0,1,12,-1,0,0,0,0,1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-470,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2145,1,0,1,0,0,1,0,2,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1206,1,0,0,1,0,1,0,5,-1,0,0,0,0,1,0
45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1273,0,1,0,1,1,0,0,2,162,3,1,0,0,0,0
55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14930,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-600,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3733,0,1,1,0,1,0,0,5,91,7,0,0,1,0,0
43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,994,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,758,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3461,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1514,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-320,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,566,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,388,1,0,1,0,1,0,0,2,89,2,0,0,1,0,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,577,0,1,1,0,1,0,0,2,153,1,1,0,0,0,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,17,0,1,1,0,1,0,0,1,351,1,1,0,0,0,0
38,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1823,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3390,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2769,0,1,1,0,1,0,0,1,131,2,1,0,0,0,0
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,215,0,1,1,0,1,0,0,1,167,1,1,0,0,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,275,0,1,1,0,1,0,0,5,367,4,1,0,0,0,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,738,0,1,0,1,1,0,0,3,-1,0,0,0,0,1,0
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1839,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,789,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,570,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,786,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,295,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2583,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1285,1,0,1,0,0,1,0,2,2,17,0,1,0,0,0
51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,658,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,246,0,1,1,0,1,0,0,5,-1,0,0,0,0,1,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,19,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5700,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,1,0
37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-456,0,1,0,1,0,0,1,7,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1693,0,1,1,0,1,0,0,1,105,1,0,0,1,0,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,350,1,0,0,1,1,0,0,5,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-181,0,1,1,0,1,0,0,1,337,3,1,0,0,0,0
45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1735,1,0,0,1,0,0,1,1,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,157,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67,1,0,0,1,1,0,0,2,152,5,1,0,0,0,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6392,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,194,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,941,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,131,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,281,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,268,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-525,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,738,0,1,0,1,1,0,0,2,258,3,1,0,0,0,0
23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,94,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
58,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-354,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,216,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1096,1,0,0,1,0,0,1,1,-1,0,0,0,0,1,0
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5193,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,339,0,1,1,0,1,0,0,3,354,2,1,0,0,0,0
45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3776,1,0,1,0,0,1,0,4,-1,0,0,0,0,1,0
23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,93,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,10438,0,1,1,0,0,1,0,4,-1,0,0,0,0,1,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1343,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,113,1,0,1,0,1,0,0,13,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,260,0,1,1,0,0,1,0,6,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,290,2,1,0,0,0,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,913,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,149,0,1,1,0,1,0,0,1,245,2,1,0,0,0,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,137,1,0,1,0,1,0,0,14,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,335,1,0,1,0,0,0,1,1,772,4,1,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,16,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,525,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,292,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,999,1,0,1,0,1,0,0,6,-1,0,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2870,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-100,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1084,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,154,1,0,0,1,1,0,0,3,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2378,0,1,0,1,0,1,0,1,-1,0,0,0,0,1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1636,0,1,0,1,1,0,0,1,521,2,1,0,0,0,0
40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1516,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,475,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1401,1,0,1,0,0,0,1,4,-1,0,0,0,0,1,0
57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1367,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,12,-1,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,97,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,794,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,732,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,28,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,377,1,0,1,0,1,0,0,1,59,2,1,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,261,1,0,1,0,1,0,0,19,-1,0,0,0,0,1,0
51,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,610,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,193,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,56,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3672,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2188,1,0,1,0,0,0,1,8,-1,0,0,0,0,1,0
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,924,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,11431,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,140,0,1,1,0,0,0,1,9,-1,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1161,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-441,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2278,1,0,0,1,0,1,0,1,-1,0,0,0,0,1,0
39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,702,0,1,1,0,1,0,0,1,300,1,1,0,0,0,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,69,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,318,0,1,1,0,1,0,0,2,356,4,1,0,0,0,0
27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,261,0,1,1,0,1,0,0,2,247,2,1,0,0,0,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,244,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4471,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1969,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,76,0,1,1,0,1,0,0,2,287,3,1,0,0,0,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,60,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1068,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,-269,0,1,0,1,1,0,0,4,-1,0,0,0,0,1,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,157,0,1,0,1,1,0,0,2,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,992,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,327,0,1,1,0,1,0,0,3,-1,0,0,0,0,1,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6766,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,432,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5299,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,291,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,517,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1636,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,-1,0,0,0,0,1,0
